,bandwidth
0,625292
1,1138204
2,3330296
3,3735608
4,6290728
5,3288160
6,1757792
7,4830628
8,2943288
9,5090496
10,3389772
11,3803408
12,4891192
13,2689260
14,2900896
15,4063624
16,3431056
17,5663848
18,4665376
19,4318992
20,4324384
21,3410440
22,1221288
23,1427532
24,2473580
25,1244204
26,2437884
27,2869192
28,1558288
29,3411920
30,3395480
31,4014080
32,4245172
33,4631440
34,2847208
35,3132104
36,3819920
37,3422832
38,2664116
39,3904688
40,5320556
41,1775528
42,2983936
43,7078812
44,4871532
45,3537104
46,3404396
47,5639488
48,3895256
49,4807976
50,3367648
51,3015968
52,2685000
53,5554572
54,3355732
55,3739496
56,1025040
57,846544
58,745444
59,669956
60,829020
61,607948
62,928124
63,1123144
64,1808056
65,4215124
66,3670728
67,3320720
68,1854616
69,1176104
70,1708848
71,832176
72,4224872
73,3858624
74,5861760
75,3895712
76,4935028
77,4132968
78,3008736
79,5340976
80,3497608
81,6138916
82,5063216
83,5191148
84,4529384
85,5019848
86,3028364
87,4435512
88,2532848
89,2736044
90,3638692
91,2764748
92,927692
93,1741348
94,1141756
95,838456
96,529764
97,2240376
98,981344
99,378788
100,2954816
101,4127784
102,4065580
103,4600348
104,4603656
105,3816964
106,3124664
107,2736944
108,2497652
109,2531336
110,2531440
111,4261928
112,3825540
113,6541676
114,6250692
115,6976340
116,8439808
117,5754324
118,2930728
119,8189952
120,8157184
121,4126720
122,7168000
123,6413984
124,4689944
125,3038420
126,3617188
127,5785600
128,8890368
129,5774656
130,4452444
131,3545984
132,5497748
133,3709788
134,6834176
135,8628224
136,7958412
137,5374896
138,3870296
139,5400576
140,7316644
141,7254388
142,5390300
143,5180140
144,4239992
145,1019904
146,1859584
147,4964352
148,6803144
149,4517772
150,5124548
151,3093660
152,2757860
153,4387888
154,3686888
155,2536336
156,1781240
157,2817280
158,1848108
159,1112100
160,1570420
161,1907420
162,1463928
163,1721396
164,6740
165,44484
166,105144
167,25612
168,226464
169,2110968
170,194112
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,35048
181,16176
182,30895
183,44484
184,37744
185,48528
186,35048
187,53920
188,49876
189,59312
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,22916
202,37744
203,117276
204,55268
205,93012
206,82228
207,111884
208,4044
209,47180
210,0
211,0
212,0
213,0
214,0
215,894963
216,2689260
217,5162400
218,5970556
219,8005632
220,6713344
221,3416064
222,6907904
223,1997412
224,1304164
225,2209372
226,3365956
227,3152972
228,2657660
229,3627652
230,4667412
231,6030728
232,5085928
233,3653156
234,3665212
235,1565028
236,284428
237,3020792
238,2729776
239,1827888
240,1120188
241,408444
242,2175672
243,1299472
244,563464
245,188720
246,0
247,3902460
248,3320124
249,2478972
250,2361756
251,2860396
252,2233432
253,2833700
254,2230940
255,1121536
256,549984
257,424620
258,254772
259,248032
260,6740
261,12132
262,307344
263,3167152
264,4210452
265,4460532
266,5355900
267,6192416
268,5924672
269,3734480
270,4394448
271,4112048
272,2162192
273,3360176
274,1243244
275,4093876
276,3409092
277,1883156
278,1640516
279,3202848
280,2929312
281,3284968
282,3752344
283,4611296
284,3917200
285,4298472
286,2954164
287,3287464
288,2356908
289,1191028
290,877548
291,1031248
292,3088240
293,1443708
294,498760
295,1346652
296,1737572
297,795320
298,1047396
299,869460
300,1025828
301,1311112
302,1930128
303,2001780
304,994824
305,587728
306,675348
307,984040
308,1184892
309,901812
310,721180
311,942252
312,1520544
313,1052788
314,2031436
315,1323736
316,1246900
317,1973472
318,1043352
319,1691740
320,2129840
321,1633776
322,1682304
323,2619164
324,2166236
325,1934380
326,1858244
327,2960572
328,2543960
329,2187804
330,2050308
331,1787448
332,1563680
333,1220460
334,2213596
335,1792140
336,1593388
337,2106872
338,1669524
339,2764748
340,2887364
341,2663648
342,3332256
343,3524372
344,2524208
345,2538232
346,3218664
347,3229416
348,3970872
349,2834792
350,3390608
351,2468836
352,1428880
353,2110968
354,1900680
355,1957296
356,2283512
357,711744
358,1912812
359,2106924
360,2080664
361,2079264
362,1327780
363,4002320
364,2423624
365,2194516
366,1684644
367,3166808
368,1941120
369,2663648
370,2306428
371,1472416
372,5665968
373,4959916
374,644344
375,3056772
376,4543144
377,4196432
378,3582964
379,2976404
380,4128924
381,2597596
382,873612
383,7237632
384,1362500
385,1895288
386,3168688
387,1728400
388,472960
389,3121004
390,2977732
391,3039740
392,3610884
393,1907828
394,2295644
395,4113004
396,3640692
397,3662516
398,4346860
399,2485324
400,3361160
401,2700744
402,5115904
403,4957232
404,4819800
405,5699040
406,6255000
407,3749888
408,5878356
409,3658316
410,3321604
411,3931604
412,3383296
413,4250516
414,3955324
415,3307992
416,3353824
417,3355172
418,2526412
419,3691912
420,1799580
421,9436
422,867548
423,2770004
424,268252
425,17524
426,3789228
427,2127144
428,1387092
429,1751052
430,1596032
431,2988104
432,2116772
433,1676912
434,1749704
435,1542812
436,2054300
437,1240160
438,2146016
439,2419660
440,2326648
441,2657608
442,2352908
443,4086600
444,4280436
445,3806052
446,1964792
447,3012396
448,5157076
449,2325352
450,2245068
451,2774832
452,2338288
453,2994452
454,2681820
455,1766528
456,3690824
457,2398844
458,1755692
459,1187588
460,2070632
461,2706196
462,2286692
463,1742964
464,1593336
465,3802320
466,2622484
467,3382544
468,2545024
469,2512672
470,3151624
471,2646124
472,2517396
473,2975704
474,1171032
475,946676
476,586380
477,796668
478,2590208
479,2198260
480,5421284
481,1850804
482,2846976
483,3093660
484,4331124
485,5383552
486,5856124
487,2430008
488,4021468
489,4513104
490,4228676
491,2655560
492,554028
493,1885904
494,2230888
495,3006040
496,3330736
497,3182628
498,3437952
499,3125840
500,2099276
501,1443708
502,2022588
503,2464904
504,1183544
505,3065352
506,2847728
507,2811004
508,5068652
509,4292060
510,1167460
511,4173288
512,1416932
513,1675588
514,1423280
515,993476
516,935512
517,1093392
518,1401056
519,1295428
520,1450448
521,3079584
522,2841532
523,4580608
524,1432120
525,1300172
526,1387740
527,1073740
528,714356
529,218376
530,177936
531,40440
