,bandwidth
0,161891
1,4106700
2,4529994
3,3295956
4,2729700
5,3414150
6,3568096
7,3888606
8,3832650
9,4629150
10,4029750
11,4777650
12,2783700
13,1811336
14,1766164
15,1128950
16,1679048
17,1911602
18,1329750
19,1204200
20,1748250
21,2413800
22,1683450
23,4154300
24,4785400
25,5770690
26,5058312
27,5096250
28,4619028
29,3981822
30,4979432
31,6077068
32,5802496
33,5011004
34,5871938
35,5735760
36,5834934
37,5739568
38,5517450
39,5549824
40,5622446
41,5565088
42,5677528
43,5127096
44,4224880
45,5048986
46,5711852
47,5748648
48,4967652
49,4314600
50,5587648
51,4626068
52,5315332
53,5830652
54,5065200
55,5921100
56,4897240
57,5095460
58,5269272
59,5892198
60,5817480
61,4992300
62,5899498
63,5782050
64,5832232
65,5086570
66,6035850
67,5039550
68,5125950
69,6565050
70,5738182
71,5516050
72,6041600
73,5311268
74,3515398
75,1796836
76,5191430
77,5394864
78,4338754
79,4700914
80,5085106
81,4534650
82,6083098
83,5154302
84,6347700
85,901798
86,5067296
87,5812354
88,5517452
89,5311250
90,5563000
91,5517448
92,5958900
93,5351414
94,5829286
95,5926502
96,4903548
97,5434890
98,4849074
99,4968000
100,4121536
101,4220102
102,5316300
103,3707100
104,4133698
105,4225502
106,3491100
107,3172500
108,2690550
109,4072950
110,4382098
111,4791150
112,5540402
113,5807646
114,5502654
115,5895486
116,5435064
117,4885650
118,5637950
119,5935466
120,5493092
121,6169692
122,5634900
123,5494512
124,5807688
125,5055750
126,5493148
127,5812812
128,96138
129,4842452
130,5216400
131,5440848
132,5095900
133,5933060
134,5822788
135,4839704
136,5688900
137,5368950
138,5684848
139,5346634
140,5439868
141,5054398
142,4835480
143,5708674
144,5366250
145,4791148
146,4684502
147,3351332
148,4157762
149,4757638
150,5204966
151,5293290
152,5433812
153,4960774
154,5919550
155,5934576
156,5451976
157,5757076
158,4818150
159,3622370
160,5168830
161,6066340
162,4756702
163,5356708
164,3635548
165,4872150
166,4529264
167,4851888
168,4638314
169,5471118
170,5088868
171,5206090
172,5315810
173,4201832
174,5685568
175,4709258
176,5900392
177,4374012
178,5269670
179,4988968
180,5737500
181,5141536
182,5689526
183,5611938
184,4922100
185,4689912
186,5125936
187,4802880
188,4522922
189,3816448
190,4261234
191,4926150
192,5686918
193,5089986
194,4421416
195,5833700
196,5959182
197,5482292
198,5842858
199,5538418
200,4814698
201,4230966
202,4753970
203,4288502
204,5094714
205,5612302
206,4559950
207,3627800
208,3250462
209,4294990
210,3967650
211,3723300
212,2451600
213,1204548
214,1008102
215,1558600
216,1279800
217,1137350
218,994950
219,1013548
220,961502
221,787050
222,985500
223,796500
224,768500
225,501850
226,414450
227,592650
228,1370250
229,1675350
230,752300
231,1100250
232,902150
233,712100
234,698300
235,594000
236,530900
237,442100
238,431000
239,431650
240,328050
241,416150
242,291600
243,103598
244,623702
245,253800
246,52648
247,530902
248,546400
249,662132
250,581218
251,504900
252,449550
253,573032
254,473216
255,352352
256,495450
257,475200
258,382682
259,324718
260,87750
261,64800
262,885600
263,345600
264,793800
265,654748
266,899102
267,896400
268,905848
269,1050302
270,1239300
271,1503912
272,1165036
273,818102
274,668882
275,792168
276,1288898
277,781652
278,517050
279,368550
280,1327412
281,2018586
282,2990250
283,4549500
284,3816450
285,1809000
286,1111048
287,696602
288,673662
289,826188
290,949328
291,1189072
292,1066850
293,1172798
294,1138050
295,1103680
296,919352
297,552150
298,618650
299,1035100
300,856600
301,841700
302,957500
303,974350
304,1128600
305,920700
306,963898
307,1024652
308,1193400
309,1109700
310,994252
311,1036800
312,1223100
313,1004400
314,715500
315,718198
316,1668602
317,866700
318,963900
319,662850
320,900450
