,bandwidth
0,1342092
1,4805592
2,4546648
3,4537948
4,5226136
5,5017072
6,4612440
7,4465304
8,3010084
9,2536392
10,2253700
11,2677128
12,2696000
13,2244420
14,2255204
15,1857544
16,386876
17,3522324
18,469104
19,2864500
20,3170496
21,2910332
22,3995472
23,5586112
24,5412220
25,4657340
26,4367520
27,3937508
28,4062224
29,4764976
30,5763224
31,6556020
32,6096896
33,6294952
34,3965168
35,2841584
36,4081900
37,4796728
38,3157684
39,5572608
40,7151616
41,4969008
42,5262540
43,6043084
44,6153076
45,5403328
46,6242588
47,6377388
48,4852800
49,7077000
50,5566180
51,5724668
52,6830316
53,7014100
54,4333568
55,7417856
56,7692288
57,7235584
58,5433344
59,4538368
60,5558272
61,7303168
62,7094272
63,6197248
64,4038656
65,4675584
66,7565312
67,5235852
68,4971152
69,4049872
70,5253120
71,5173960
72,4698864
73,3402972
74,3345732
75,5015552
76,5059508
77,3836720
78,4650884
79,4221932
80,4675584
81,5205808
82,5060752
83,4278940
84,3466996
85,4608000
86,3578984
87,3891960
88,3973100
89,3476948
90,1245184
91,6376600
92,3890328
93,3247384
94,3409448
95,2954408
96,4330820
97,4346256
98,3360232
99,3379992
100,3606636
101,2702480
102,2741132
103,2993728
104,3463996
105,3919312
106,3791508
107,3418112
108,3209588
109,2808584
110,2729000
111,2631296
112,2434488
113,3179932
114,1633364
115,5935172
116,4078184
117,3525020
118,3783836
119,3474536
120,3808708
121,4451096
122,5326848
123,2837732
124,6604800
125,4225452
126,4908552
127,4736260
128,4695696
129,4446852
130,4175772
131,4247380
132,4540116
133,5205644
134,4016576
135,4610904
136,3859068
137,4011904
138,4270464
139,3701204
140,4005888
141,4580576
142,3958716
143,3788320
144,3364716
145,4438960
146,4196664
147,3482060
148,3293112
149,970052
150,5226496
151,4537888
152,3668944
153,3225764
154,3191456
155,2554860
156,5601548
157,5343720
158,5802456
159,5528200
160,3248128
161,6076416
162,7225344
163,4118928
164,4121176
165,3945656
166,6049792
167,7337984
168,6432172
169,4788992
170,5185676
171,3964928
172,6488064
173,7184384
174,5557488
175,5222360
176,3436280
177,4780920
178,3910548
179,4014344
180,3385684
181,3909032
182,4738552
183,3610272
184,3174540
185,3329744
186,3358516
187,4164488
188,3831068
189,3440252
190,3076992
191,2948888
192,3096348
193,2631476
194,2295360
195,1806552
196,1513804
197,1511108
198,1414052
199,1519196
200,1617600
201,1414052
202,1385304
203,1291824
204,982096
205,1318940
206,1277904
207,1008304
208,884288
209,1095924
210,1259032
211,1304864
212,1017740
213,0
214,0
215,2601640
216,846544
217,0
218,18872
219,2822712
220,874852
221,922732
222,194760
223,0
224,0
225,0
226,1234036
227,806836
228,328912
229,272296
230,0
231,0
232,0
233,1357436
234,208940
235,370052
236,619380
237,287124
238,103796
239,117276
240,119972
241,324868
242,274992
243,268252
244,225116
245,237248
246,368004
247,230508
248,268252
249,300604
250,386876
251,442144
252,659172
253,835760
254,932816
255,1144452
256,1387092
257,1183544
258,1358784
259,1955948
260,1593336
261,0
262,2145084
263,1979796
264,0
265,2534240
266,1149844
267,800116
268,1072256
269,1069016
270,730564
271,611992
272,570204
273,632212
274,624124
275,427316
276,394964
277,359916
278,409792
279,1470388
280,4386672
281,1413404
282,3239892
283,2113664
284,2462796
285,1933732
286,1183104
287,3453628
288,3354964
289,4359904
290,5227720
291,3154112
292,3495520
293,3161060
294,2850968
295,3116628
296,2953004
297,3573960
298,2921428
299,3757332
300,4132952
301,3984308
302,3794124
303,4355512
304,5011268
305,4924692
306,4377036
307,4411100
308,4718972
309,4147796
310,3270344
311,5440432
312,4420044
313,3167812
314,2088960
315,7122944
316,4446672
317,3735552
318,4587520
319,5926912
320,4532420
321,5050076
322,3322132
323,5588432
324,4294648
325,4748952
326,5292772
327,4844836
328,3755328
329,4568572
330,3951688
331,4042264
332,3345424
333,3982988
334,1788756
335,4206120
336,5877312
337,3672264
338,3521424
339,3904448
340,3700208
341,3818884
342,3728836
343,3629196
344,3682244
345,3727276
346,3693956
347,3837860
348,3790220
349,4199272
350,4106060
351,4196272
352,3986036
353,3991428
354,4045348
355,4000864
356,4409308
357,4120240
358,4061628
359,3966308
360,4819100
361,4398524
362,5165072
363,5447732
364,6026908
365,6037692
366,6095656
367,5874584
368,5592308
369,5356148
370,5857812
371,6652432
372,6816836
373,6776344
374,6388016
375,6928832
376,7718536
377,7949156
378,8333336
379,9109836
380,9224312
381,8561900
382,8726200
383,9816136
384,9864068
385,9610488
386,9177184
387,8418260
388,8702688
389,8489704
390,8636636
391,9969808
392,10021888
393,10887044
394,10880952
395,10574836
396,9114260
397,9863108
398,9385788
399,9740052
400,10546856
401,10831308
402,11205436
403,10189660
404,7358600
405,8051604
406,7702316
407,8089944
408,9871404
409,6686988
410,6795708
411,3652380
412,4003560
413,6526396
414,8519108
415,6256940
416,7628332
417,7751652
418,12424020
419,10649516
420,10248372
421,10150440
422,9872752
423,9733960
424,9733908
425,8933300
426,10280392
427,11259512
428,12801888
429,11121400
430,11313844
431,10849620
432,10472116
433,8754060
434,8292896
435,5716868
436,9861320
437,7879008
438,5438612
439,5414136
440,4424188
441,5295184
442,7944120
443,5810580
444,4540712
445,6742696
446,4331124
447,4485652
448,5908076
449,6052520
450,7118952
451,8040656
452,8994712
453,7875508
454,7664728
455,8308580
456,8804280
457,8441176
458,7724040
459,7595384
460,7604664
461,6934216
462,6183224
463,6448548
464,6790808
465,6245180
466,7589240
467,11021248
