,bandwidth
0,508664
1,1208144
2,1497472
3,891028
4,2621860
5,1369568
6,1536720
7,1566376
8,4046488
9,2592412
10,2810564
11,3538516
12,2032784
13,1015044
14,1875224
15,3159556
16,1363528
17,1784908
18,2565788
19,3392164
20,2757676
21,5192828
22,5100832
23,6574524
24,6556992
25,4684300
26,1738420
27,1146880
28,5173460
29,6217680
30,5363664
31,4199924
32,1560984
33,4428232
34,2540928
35,234552
36,2531856
37,1978552
38,886984
39,1013696
40,1282236
41,848952
42,990780
43,416532
44,502804
45,613340
46,1086488
47,3107140
48,4132968
49,3767660
50,2970028
51,3578008
52,2482268
53,2327944
54,2500540
55,2427308
56,2616400
57,4854096
58,4248108
59,4598912
60,4881572
61,4669140
62,3506176
63,1589248
64,7086080
65,7569408
66,4641896
67,3960832
68,3505324
69,2315864
70,3956980
71,5290300
72,4554012
73,4829584
74,3941544
75,4256824
76,3916992
77,3477504
78,6457344
79,5639872
80,4854988
81,4905548
82,4072800
83,5197396
84,1838948
85,6821952
86,6068424
87,3313196
88,2943144
89,3648132
90,3085128
91,2550360
92,2596304
93,2392808
94,2015152
95,3068516
96,2737320
97,855980
98,1264424
99,1826540
100,3506148
101,2494864
102,2601224
103,4304048
104,4113564
105,2219188
106,3460464
107,4906008
108,5751400
109,5857268
110,5791440
111,6770688
112,3241168
113,4147200
114,6086656
115,4197784
116,5496924
117,3593676
118,5484544
119,4777240
120,4629732
121,4536076
122,3197212
123,5394432
124,4839104
125,5180332
126,4762424
127,3366488
128,4976640
129,4671364
130,6678916
131,4480932
132,4420204
133,3727360
134,5805612
135,5660224
136,4044052
137,4988928
138,3891200
139,5074992
140,2354928
141,2438532
142,1609512
143,799364
144,0
145,0
146,0
147,3600508
148,663916
149,763616
150,780528
151,2389968
152,544592
153,897768
154,2249608
155,2833684
156,1689112
157,2108220
158,3321472
159,1399224
160,339696
161,328912
162,121320
163,21568
164,302704
165,388820
166,119972
167,8088
168,47180
169,920684
170,124016
171,10784
172,84924
173,39092
174,0
175,0
176,0
177,193860
178,5229744
179,3816052
180,4774800
181,3609944
182,4836504
183,4935680
184,4019204
185,4234200
186,4302924
187,2143080
188,2179716
189,3072092
190,827672
191,2179072
192,1891968
193,854552
194,2336084
195,1755476
196,2315484
197,1521892
198,428664
199,202200
200,727920
201,327564
202,3906608
203,2499088
204,3860024
205,3354472
206,4320312
207,3954824
208,1873956
209,1581904
210,1623640
211,865416
212,477192
213,0
214,0
215,0
216,691680
217,5395608
218,3863648
219,5316904
220,3542152
221,6375812
222,3917516
223,4298680
224,4001792
225,4673536
226,5746940
227,2924532
228,1498008
229,4018276
230,4205976
231,3494236
232,2167584
233,4291196
234,3846700
235,3532388
236,4465924
237,6003060
238,6852608
239,3983360
240,5464064
241,5033000
242,3843148
243,3049176
244,3162408
245,3248680
246,2866912
247,2958268
248,2469064
249,2032784
250,2071876
251,872156
252,2400996
253,2482844
254,4526080
255,3201968
256,2564816
257,2832556
258,1913480
259,1817104
260,844548
261,18172
262,0
263,335376
264,3069672
265,0
266,246684
267,3409092
268,819584
269,488072
270,2331944
271,1132320
272,675068
273,884568
274,3045132
275,2892160
276,790576
277,616036
278,338348
279,419228
280,578292
281,815540
282,719988
283,598356
284,900464
285,1275208
286,873504
287,1400572
288,1705220
289,2159912
290,1570004
291,2218808
292,3419876
293,3918784
294,4570888
295,3878280
296,2635288
297,1389788
298,1606168
299,2772784
300,1241508
301,1223984
302,2072576
303,3226412
304,2436796
305,3308448
306,1961920
307,771056
308,405748
309,876200
310,895072
311,1326432
312,1591160
313,825804
314,1341260
315,1438316
316,0
317,68748
318,3453344
319,4900528
320,3698596
321,2201284
322,3267552
323,2913736
324,2811228
325,5187584
326,4854984
327,2911704
328,1941020
329,3244892
330,1517640
331,2180684
332,1322768
333,2252620
334,2234872
335,1915768
336,1656432
337,2655560
338,4313804
339,3210992
340,3963068
341,2938972
342,5136728
343,2327956
344,1554816
345,2686824
346,4239976
347,2681152
348,5389688
349,4863380
350,4194304
351,4479088
352,3807580
353,3147044
354,4496116
355,3481600
356,4412004
357,3104988
358,4030492
359,4613972
360,2955088
361,4801540
362,4049156
363,5244336
364,7086080
365,4495360
366,4089856
367,7137280
368,5474284
369,4373976
370,3604480
371,5034400
372,3975744
373,3776252
374,3878816
375,3634788
376,4027428
377,3672548
378,3378236
379,2649968
380,1757792
381,1914028
382,815672
383,0
384,1135016
385,119972
386,0
387,3084824
388,1815156
389,2726408
390,1984852
391,876200
392,2380568
393,1985632
394,2383236
395,2348268
396,2023296
397,3501128
398,3581264
399,1951516
400,1907808
401,2696700
402,2395812
403,2372712
404,2580072
405,2826756
406,2071876
407,2613124
408,2256604
409,2526748
410,1509760
411,973256
412,520328
413,776448
414,300604
415,144236
416,508196
417,576944
418,1273860
419,1876416
420,2139976
421,1431576
422,1223804
423,959904
424,2422356
425,1829236
426,2430496
427,2944940
428,3362908
429,2845720
430,2056452
431,2613668
432,2274076
433,2009868
434,1998488
435,2646720
436,2171628
437,2574680
438,2400244
439,3438656
440,2632816
441,1070232
442,1210504
443,1473364
444,198500
445,2169936
446,233204
447,1586596
448,2068896
449,1735160
450,2253856
451,2165044
452,2270576
453,1339212
454,3402352
455,2367088
456,1124352
457,7008256
458,2683744
459,3804056
460,2670428
461,4154496
462,3310688
463,4236856
464,4055476
465,4182060
466,3902460
467,4095844
468,3603264
469,4687332
470,4165192
471,3633152
472,4954132
473,4679532
474,3236824
475,5279636
476,3764224
477,3780256
478,2277888
479,4495604
480,3790656
481,3994044
482,5692296
483,5422340
484,5634316
485,3574396
486,4140156
487,2808688
488,5158912
489,3993716
490,4899184
491,3886236
492,3186688
493,6746112
494,6785024
495,6604800
496,5648384
497,5935104
498,3639296
499,6313984
500,5037160
501,4868460
502,5455872
503,3723264
504,4506276
505,5511652
