,bandwidth
0,0
1,1089832
2,4087512
3,6539264
4,8950928
5,4950428
6,5008104
7,5145860
8,5007068
9,5077584
10,4985264
11,5001572
12,5063216
13,5085412
14,4973832
15,5009400
16,5088832
17,4838908
18,4067328
19,6200540
20,5056012
21,4777024
22,3385344
23,4605952
24,6432768
25,5968824
26,3793448
27,3808288
28,2901000
29,2911180
30,5815172
31,5018600
32,4979424
33,4307104
34,5807816
35,5052656
36,5027340
37,5041520
38,4145152
39,5476352
40,5503756
41,5043672
42,4915020
43,4120576
44,5722112
45,5393760
46,5038452
47,5058552
48,4464640
49,5208064
50,5437520
51,5030088
52,5043516
53,4777848
54,5144576
55,4264340
56,5996840
57,4945180
58,2754236
59,1419264
60,4040704
61,7809024
62,7931904
63,3408528
64,4169728
65,5505048
66,5578052
67,4992220
68,4711668
69,5165056
70,5280960
71,4958228
72,5122976
73,4133364
74,4814908
75,6135248
76,5072136
77,5038124
78,4133776
79,5234688
80,5636068
81,5043620
82,4864920
83,4004116
84,5060608
85,6282296
86,5045124
87,4992688
88,4202244
89,3571712
90,7008256
91,5422432
92,4908516
93,4573728
94,4145152
95,6444064
96,5096324
97,4843748
98,4933088
99,3488932
100,6836228
101,5066900
102,5039128
103,4849732
104,4317184
105,5977820
106,4966600
107,5042220
108,4706968
109,4132864
110,6217604
111,5108100
112,5030028
113,4254896
114,3942400
115,6819196
116,5234264
117,4527280
118,3233792
119,4085276
120,7413760
121,5886932
122,5062028
123,4592132
124,4087808
125,5881856
126,5564984
127,5018760
128,4410940
129,4272928
130,4380360
131,4659872
132,4406092
133,3590724
134,4052020
135,4567988
136,4322152
137,3718928
138,3846872
139,3696872
140,3607036
141,4461444
142,3818984
143,3311672
144,5686348
145,6960880
146,6856704
147,7347528
148,4346500
149,770048
150,4302848
151,5953536
152,7438336
153,6844416
154,4124672
155,5875712
156,5372448
157,5211816
158,4838948
159,3599684
160,5139740
161,2920776
162,2715656
163,2532632
164,2014140
165,2076516
166,1586596
167,1826540
168,1705220
169,1445056
170,1732180
171,1538068
172,1605468
173,2593552
174,2616468
175,2323952
176,2096140
177,1605468
178,1271164
179,1275208
180,1284644
181,1190284
182,927424
183,575596
184,80880
185,0
186,0
187,0
188,4931360
189,5957632
190,7534592
191,5694832
192,4960828
193,5116820
194,4137648
195,4374528
196,6605644
197,5040172
198,2741832
199,3587292
200,5574656
201,7364608
202,5880992
203,5076124
204,3957068
205,4395008
206,6763048
207,4135728
208,5930532
209,3928196
210,4425728
211,6766496
212,5037476
213,5038824
214,4460400
215,4481024
216,6176396
217,5038824
218,5014308
219,4365116
220,4302848
221,6413712
222,4861548
223,4951348
224,4414988
225,4874240
226,6135756
227,4999368
228,4819732
229,3644972
230,4698112
231,5149324
232,4524476
233,3927664
234,3543192
235,3880892
236,5363692
237,4191972
238,4278264
239,4030916
240,4013092
241,4741020
242,4597228
243,4590744
244,4017100
245,4659432
246,4586436
247,4177636
248,4057320
249,3895808
250,4009984
251,5081568
252,4489100
253,2679616
254,3600140
255,4366336
256,5367188
257,4533948
258,4540036
259,4144452
260,3747888
261,3102936
262,3027968
263,2102128
264,1793592
265,4988928
266,3486648
267,3153620
268,2631296
269,452448
270,3608372
271,1864316
272,4035236
273,4333976
274,4196716
275,3402036
276,4383464
277,3966532
278,4465208
279,3821580
280,3620440
281,5606984
282,4030156
283,4715348
284,4360836
285,4385888
286,4715060
287,4158632
288,4432572
289,4277864
290,4038544
291,5378048
292,3447868
293,4097172
294,4502108
295,2344120
296,2129920
297,5480448
298,7274496
299,4460764
300,4141496
301,4038656
302,6115092
303,4890180
304,4374700
305,3611200
306,4108288
307,5045164
308,3556128
309,4311812
310,4269280
311,3074060
312,3593316
313,6313648
314,4465852
315,4055532
316,3866624
317,5032552
318,4772420
319,4657984
320,4528456
321,3817472
322,5266960
323,2790460
324,4464576
325,4100780
326,4079968
327,5068916
328,5518464
329,4573840
330,2364392
331,3459072
332,7137280
333,4638952
334,4535372
335,4088224
336,2915500
337,3200428
338,3729996
339,4278420
340,4292072
341,4224476
342,4442632
343,4142232
344,3558608
345,3604996
346,3598952
347,3628944
348,3799116
349,3738016
350,3299152
351,3103172
352,3581560
353,3037044
354,3263016
355,2960700
356,2664348
357,3330832
358,1838468
359,3825756
360,7050188
361,4525188
362,5382144
363,5673472
364,5053216
365,5063348
366,4249716
367,3604480
368,7200792
369,4958604
370,5092380
371,4205564
372,4304896
373,5973132
374,5019580
375,4682656
376,4556116
377,4243596
378,3923588
379,4027876
380,3927288
381,3969244
382,5223940
383,4509060
384,4261028
385,3247920
386,5775360
387,3469312
388,5861076
389,4166568
390,1928388
391,2406400
392,4354048
393,6627328
394,6537216
395,7434240
396,5961728
397,4308992
398,4820992
399,6877184
400,5660328
401,5009204
402,3682304
403,5898240
404,5650376
405,5223224
406,4409060
407,2809856
408,6529496
409,3762236
410,4513104
411,3832296
412,4544176
413,5263940
414,4676212
415,4353968
416,4593136
417,4183120
418,4981504
419,1282228
420,3574616
421,6514884
422,3583300
423,4418824
424,4604684
425,3953016
426,4371872
427,4085760
428,4743312
429,4001768
430,3313176
431,5251588
432,3874816
433,6588260
434,5015424
435,4985432
436,5021648
437,3923968
438,6243308
439,5000696
440,4978096
441,4872652
442,4155392
443,1363968
444,5365760
445,7215104
446,7335632
447,3108864
448,5831744
449,3165104
450,5310576
451,5069188
452,3060968
453,5950944
454,4865584
455,6266568
456,4817008
457,3731456
458,5830656
459,5724220
460,5105920
461,5049580
462,4308292
463,5271552
464,5567012
465,4991720
466,5047432
467,3735552
468,4819684
469,2474124
470,1697132
471,2192548
