,bandwidth
0,11432
1,4243504
2,6060608
3,6049824
4,6157664
5,6155280
6,5926144
7,6044432
8,5991860
9,5087380
10,3923712
11,3397632
12,4369444
13,3225584
14,2982344
15,2585464
16,2802492
17,3793272
18,2652864
19,2588160
20,2487060
21,2910024
22,3787152
23,3339436
24,3726680
25,3412900
26,3308200
27,2897368
28,2418908
29,2237060
30,2372400
31,1499676
32,3316576
33,3225840
34,4224216
35,3401444
36,3375392
37,2832588
38,3225324
39,2834044
40,3064156
41,3931520
42,3240188
43,4201296
44,4526840
45,4096176
46,4478248
47,4810752
48,4648960
49,5226112
50,4150372
51,4690028
52,2640472
53,4573764
54,5594876
55,4653328
56,4804860
57,3965816
58,4747656
59,4801576
60,4499624
61,4211676
62,3897864
63,4347716
64,4929200
65,4123228
66,3263552
67,5890048
68,3883008
69,6393856
70,5656756
71,6695352
72,5491548
73,4265984
74,4945920
75,6465536
76,6727680
77,5906432
78,1802240
79,3387392
80,6287360
81,6668288
82,6094848
83,3878912
84,5447680
85,6172672
86,6545408
87,6240256
88,3891200
89,5023744
90,6258688
91,6322176
92,5824512
93,4050944
94,5253120
95,6428672
96,6676480
97,6131712
98,4919296
99,4505600
100,6500352
101,6561792
102,6928384
103,4653056
104,3788800
105,5885952
106,6516736
107,6475776
108,4892672
109,4268032
110,6283264
111,6658048
112,6298628
113,3416064
114,4624384
115,6520832
116,6430720
117,6135808
118,4321280
119,4216832
120,6823936
121,6481920
122,6467584
123,4943872
124,3936256
125,6328320
126,6537216
127,6793216
128,3479552
129,4845568
130,6418432
131,6473728
132,6846464
133,4091904
134,4337664
135,6477824
136,6400000
137,6821888
138,4519936
139,4177920
140,6135808
141,6426624
142,6451200
143,4833280
144,4022272
145,6289408
146,2674340
147,4309088
148,4847616
149,4390912
150,5986488
151,3419072
152,4061776
153,4190736
154,4501504
155,6119424
156,6639616
157,6815744
158,4923392
159,4595712
160,5515264
161,6496256
162,6219776
163,5253120
164,4239360
165,5267456
166,6582272
167,6623232
168,5660672
169,6119424
170,4765696
171,6019072
172,6434816
173,5591040
174,4366336
175,4972544
176,6410240
177,6176768
178,5603328
179,4241408
180,6328320
181,5985440
182,3287960
183,2465972
184,3444964
185,397948
186,4644964
187,2154104
188,1213200
189,1848108
190,1622992
191,974604
