,bandwidth
0,1629032
1,3192064
2,3503764
3,3853620
4,2666344
5,2314516
6,1528684
7,1211800
8,1926292
9,3444140
10,2708832
11,2995904
12,2200636
13,1071660
14,2189800
15,1974872
16,2238976
17,1883936
18,2050280
19,1759736
20,1937076
21,490672
22,3581952
23,222104
24,4031868
25,2847676
26,2720264
27,3301344
28,3819440
29,2910384
30,1292680
31,1907420
32,3862020
33,3362612
34,3543192
35,2408876
36,2368436
37,2991368
38,2410496
39,5181284
40,3819352
41,3724504
42,4288560
43,4140380
44,4094880
45,3905804
46,4199072
47,4362000
48,4152040
49,1962644
50,5257400
51,6295528
52,3576044
53,3387392
54,6031984
55,3860620
56,4004908
57,3054568
58,3494016
59,3560068
60,3183356
61,3222340
62,2374528
63,3208888
64,3019520
65,3123316
66,3574896
67,3155824
68,3047672
69,3336352
70,3143484
71,3156836
72,3223248
73,291272
74,4159124
75,2926508
76,2577376
77,2046964
78,1997036
79,1840176
80,1369412
81,1097272
82,161092
83,2949444
84,1643264
85,1699076
86,1738920
87,1617600
88,1478108
89,2024048
90,2192496
91,2298808
92,2972624
93,1795548
94,4423632
95,3902848
96,4254288
97,4568632
98,3697408
99,4780032
100,4202084
101,3394468
102,3349656
103,2485740
104,2579468
105,2265988
106,2352260
107,2997952
108,2945796
109,2994244
110,3862668
111,3487924
112,3817124
113,2753140
114,3178604
115,3486444
116,3507420
117,3360984
118,3338808
119,3364452
120,3287412
121,3377100
122,3515584
123,3472244
124,3401364
125,933596
126,3265476
127,4037052
128,92160
129,3125516
130,2084760
131,1948456
132,2211576
133,2652708
134,2737088
135,1834940
136,1890648
137,2275708
138,2228452
139,1694928
140,1515828
141,1757764
142,1270776
143,1639556
144,1707916
145,2172328
146,3172908
147,3461948
148,2951608
149,3159680
150,3366500
151,3336664
152,2396484
153,1890288
154,2240528
155,1257736
156,2403432
157,106492
158,3388872
159,4111400
160,3843928
161,4776016
162,5332368
163,5355900
164,1405416
165,2877440
166,7110656
167,7616512
168,5572348
169,4732928
170,5926912
171,6499608
172,5621732
173,5733312
174,5382144
175,4726784
176,6854656
177,6924248
178,5726208
179,5777408
180,3399680
181,6266880
182,7446528
183,5769216
184,6238208
185,4777984
186,6514688
187,4349312
188,6955008
189,5175296
190,6637568
191,3223552
192,7380992
193,7352320
194,6385664
195,5496832
196,3557376
197,7313408
198,7115644
199,5332864
200,5010516
201,2842472
202,3792384
203,4006256
204,3640048
205,3657740
206,3727464
207,5281820
208,4492568
209,2570636
210,4665428
211,4463048
212,5699584
213,4580444
214,3314732
215,4069612
216,3822928
217,3422080
218,2440372
219,2159496
220,3684504
221,3222648
222,3584332
223,4083668
224,2206100
225,1404616
226,1935728
227,2263216
228,3583972
229,3514672
230,3662516
231,4337268
232,3942344
233,3168748
234,3850844
235,1813656
236,2786316
237,2055700
238,3223552
239,1408140
240,4878744
241,3316536
242,3706568
243,2867524
244,2628600
245,2322656
246,2896516
247,3364892
248,3128708
249,2059744
250,2779576
251,2514020
252,2319908
253,2040872
254,2859108
255,2337432
256,2277576
257,2321076
258,1888624
259,1708564
260,2395396
261,2187804
262,1951256
263,2435836
264,2235632
265,1389788
266,2916040
267,1003456
268,1015808
269,6325888
270,1737624
271,1349296
272,1252396
273,1290632
274,1253692
275,2172224
276,1908768
277,2034132
278,2112316
279,2670492
280,2856308
281,2470884
282,2694680
283,2406152
284,1582552
285,1788796
286,2241804
287,2380488
288,2678296
289,2502120
290,2630052
291,3140684
292,2782176
293,2642176
294,0
295,3566808
296,0
297,3806316
298,1533544
299,1568640
300,1570420
301,2315864
302,2594252
303,2235632
304,2963060
305,2842128
306,1618248
307,1453896
308,1575060
309,1476060
310,1565028
311,1503772
312,1711208
313,1568424
314,1430280
315,1304112
316,1236168
317,1731532
318,1552144
319,1562332
320,937560
321,658472
322,843200
323,3902220
324,6778880
325,7104512
326,6418432
327,5877760
328,5042176
329,5206016
330,6844416
331,6590464
332,6352896
333,6090752
334,5769216
335,4993024
336,7479296
337,7006208
338,6080512
339,5339136
340,4974592
341,7344128
342,6510592
343,6629376
344,6193152
345,5431296
346,5107712
347,7348224
348,5969920
349,5838848
350,5607424
351,5328896
352,5502976
353,6727680
354,5863424
355,6361088
356,4233216
357,6172672
358,5869568
359,5431296
360,4939776
361,5017600
362,5308416
363,4628480
364,4030464
365,3821568
366,4321280
367,4777984
368,7034880
369,7153664
370,5595136
371,6670336
372,3956736
373,6918144
374,7071744
375,2924544
376,3690496
377,4911104
378,3278848
379,7059456
380,7090176
381,5957632
382,5875712
383,5152768
384,5812224
385,6703104
386,6694912
387,5504872
388,3849780
389,3809452
390,3580988
391,2257200
392,1632428
393,529764
394,694220
395,202616
396,1622576
397,3601856
398,1856196
399,1920900
400,656476
401,820932
402,2752616
403,1567724
404,1658040
405,2795752
406,6300968
407,2369368
408,2694196
409,4438072
410,2677128
411,1953252
412,1670172
413,1412704
414,933672
415,2733044
416,2360840
417,2170748
418,1628616
419,2089400
420,2131836
421,2237032
422,2061092
423,2431092
424,2256760
425,1930776
426,1493584
427,1519196
428,2338576
429,2837772
430,3574868
431,3373112
432,4265124
433,3213332
434,4257792
435,3834732
436,4845260
437,3600272
438,3870564
439,5840896
440,4227072
441,6860800
442,5705148
443,5331240
444,5593088
445,3448832
446,6705152
447,7131136
448,5789696
449,5341184
450,4333568
451,6422528
452,7237632
453,6096896
454,5484544
455,4845568
456,4986880
457,7227392
458,6541312
459,5867520
460,5736448
461,3735552
462,6864896
463,7211008
464,5548032
465,5572608
466,5486592
467,4964352
468,5027952
469,2768792
470,2805448
471,4160144
472,4235264
473,6586368
474,6946816
475,5394432
476,5124096
477,4399104
478,7124992
479,6868992
480,5877760
481,5275648
482,4993024
483,5545984
484,7747584
485,5562484
486,4862884
487,4165160
488,2676972
489,1651300
490,1084544
491,4412836
492,4042996
493,5208092
494,3913012
495,4232304
496,5476224
497,5231564
498,3379036
499,5850796
500,4055460
501,4376480
502,4842884
503,5166144
504,3560336
505,2008080
506,1341700
507,1881808
508,3182284
509,4060572
510,4893188
511,5081960
512,4172060
513,5102440
514,3658504
515,5365528
516,4255276
517,4874108
518,4291068
519,4420456
520,4763648
521,5532696
522,4977372
523,4533724
524,4996964
525,3557376
526,6151688
527,3661712
528,4456540
529,3801752
530,3667632
531,4100096
532,3807312
533,4427976
534,3382908
535,4075748
536,3608576
537,5704976
538,4423560
539,4986440
540,4761828
541,3393728
542,6203392
543,5188320
544,4283576
545,3691708
546,3709928
547,2622508
548,5818280
549,4942128
550,4267744
551,3804068
552,4411368
553,1097908
554,4755608
555,6749584
556,4289544
557,4552956
558,4086116
559,3219456
560,4563100
561,4481548
562,4410268
563,4505148
564,2985984
565,6582376
