,bandwidth
0,104444
1,0
2,707700
3,669956
4,404400
5,435404
6,1062224
7,1490888
8,1517848
9,2045616
10,2613772
11,2646124
12,2814624
13,3225764
14,2885472
15,3021464
16,3127360
17,3161060
18,3146232
19,2869892
20,2898200
21,3229808
22,3031652
23,3041088
24,2986520
25,3178196
26,1194784
27,2948656
28,4231372
29,2694652
30,2599256
31,2461136
32,2431792
33,1469320
34,1461232
35,1955948
36,1237464
37,1241508
38,2397444
39,1065568
40,919576
41,2270440
42,1306708
43,1040160
44,0
45,0
46,1455764
47,2144744
48,1866908
49,2588232
50,3322820
51,2578724
52,2217460
53,2312008
54,2662112
55,2092956
56,2736644
57,3165804
58,1794236
59,3751936
60,5160732
61,4761676
62,5545884
63,3223552
64,7333888
65,5655540
66,5113916
67,6038700
68,4099736
69,5369856
70,4783456
71,4313548
72,4521296
73,3150856
74,4714620
75,3766312
76,4178800
77,4195236
78,4157724
79,5003672
80,4070864
81,4173504
82,3159012
83,3070504
84,5359940
85,4432872
86,3539904
87,4296824
88,2552956
89,3874152
90,3382132
91,4133720
92,2831396
93,2525768
94,2945764
95,2860016
96,2462564
97,3276312
98,2780924
99,2344172
100,1515152
101,4243504
102,5188452
103,3954836
104,5386676
105,4898296
106,4888440
107,4397412
108,4363384
109,3426304
110,6840320
111,7688192
112,7770112
113,6729728
114,3330048
115,5341184
116,6438912
117,7495680
118,6211584
119,5232640
120,4818944
121,4783460
122,2989164
123,4045348
124,3149296
125,2678784
126,6414336
127,5793824
128,4879144
129,4170828
130,5099520
131,7368704
132,6488800
133,7248616
134,3788800
135,4020224
136,7385088
137,7933952
138,7380992
139,5079040
140,3567616
141,6918144
142,7876608
143,7962624
144,4816896
145,4911104
146,6664192
147,7725056
148,7821312
149,5099520
150,4149248
151,6578176
152,7821312
153,7446528
154,5566464
155,4675584
156,7036928
157,7397376
158,7585792
159,5718528
160,3567616
161,5693440
162,6923260
163,5575192
164,4656916
165,4501504
166,6590464
167,6135452
168,5996720
169,4824596
