,bandwidth
0,271052
1,1467168
2,1430228
3,1513804
4,1480104
5,1610860
6,850588
7,0
8,957200
9,1196904
10,1649952
11,1540380
12,2124832
13,1377760
14,1779904
15,2131188
16,1772724
17,1977412
18,1909468
19,1534880
20,1319692
21,2453388
22,2655324
23,2935428
24,3373112
25,3444240
26,2664996
27,1854848
28,1881808
29,1779360
30,1983200
31,2097196
32,2368540
33,1760384
34,424936
35,2035812
36,1229376
37,2055804
38,1776612
39,4144616
40,1884392
41,3785728
42,3071084
43,4038084
44,3225636
45,2974000
46,4323820
47,3215544
48,2864068
49,4185988
50,5224824
51,4302012
52,4672980
53,2874100
54,4847244
55,4251628
56,4310920
57,1603384
58,4010984
59,1773968
60,3802536
61,2165060
62,3193208
63,3323160
64,3096040
65,3297860
66,2952560
67,2928396
68,2853612
69,3802708
70,3185488
71,4844548
72,2529872
73,3661824
74,5101332
75,4772640
76,2896600
77,2813972
78,3684352
79,1954332
80,2294296
81,1675564
82,2059096
83,1373536
84,2704112
85,791276
86,820932
87,1081096
88,2338780
89,2233636
90,2914572
91,2958664
92,2832148
93,2931900
94,2469796
95,2055052
96,2061072
97,2494208
98,2344172
99,3023648
100,2677044
101,3314188
102,2875880
103,3235304
104,3073284
105,3353696
106,3174948
107,2756640
108,2576416
109,219724
110,4193628
111,2824192
112,4121404
113,2816888
114,3605816
115,2655300
116,2831084
117,1603212
118,3237896
119,1935728
120,3221648
121,3180004
122,2128492
123,2265988
124,2334736
125,2571440
126,2650712
127,3355224
128,2671036
129,1885060
130,3692912
131,2485712
132,2815564
133,1745456
134,2531328
135,4741848
136,3631408
137,3065352
138,2983308
139,3017340
140,2125952
141,2456704
142,1770468
143,3006688
144,2221504
145,2241724
146,3053196
147,2774208
148,2911860
149,2652684
150,3271148
151,3371096
152,3235200
153,2989864
154,2708132
155,407096
156,2701392
157,0
158,469208
159,1858088
160,2020652
161,2247220
162,2220052
163,2361696
164,2004476
165,1814408
166,1890648
167,2150508
168,2036416
169,2418872
170,2802492
171,2704192
172,1357332
173,1622992
174,527068
175,0
176,3520692
177,5615692
178,5881856
179,5683200
180,5398644
181,4415240
182,4786748
183,4092904
184,3232932
185,5036896
186,7075840
187,6715392
188,5496832
189,3434496
190,6414336
191,6762496
192,5686312
193,6213632
194,4296704
195,4927488
196,7667712
197,5986304
198,6250496
199,3280896
200,5761024
201,7141376
202,6909952
203,6643712
204,3880960
205,4755456
206,7047168
207,6834176
208,6426624
209,3399680
210,5066752
211,6955008
212,6787072
213,6778880
214,4067328
215,4485120
216,6518784
217,7106560
218,6750208
219,4603904
220,4308992
221,6344704
222,6672384
223,6526976
224,4333568
225,4026368
226,7002112
227,7018496
228,6787072
229,4278272
230,1572864
231,3895296
232,6893568
233,6895616
