,bandwidth
0,713740
1,2504584
2,2724960
3,2725656
4,3456272
5,3282380
6,2562548
7,2446880
8,2641640
9,3389344
10,4307968
11,5472312
12,5598780
13,5106412
14,3351608
15,4749664
16,3492668
17,3113336
18,3795484
19,3523564
20,2937196
21,2883256
22,2341476
23,2137928
24,2686564
25,2545024
26,18872
27,0
28,4721080
29,3844424
30,3038080
31,2523456
32,3113908
33,2887388
34,2582396
35,3111116
36,2972236
37,2727548
38,2266688
39,1881756
40,671304
41,808800
42,1733528
43,1658040
44,1415400
45,2034132
46,1742964
47,1716004
48,2265988
49,2316464
50,2743928
51,2950772
52,2914040
53,3093504
54,3087432
55,3446816
56,2710828
57,2758164
58,2344016
59,1417304
60,2710272
61,1628384
62,2410208
63,6988172
64,5046272
65,2854912
66,4186112
67,5898240
68,7217152
69,6299648
70,1724416
71,4026368
72,6539264
73,7284736
74,7319552
75,4886528
76,4825088
77,6836224
78,6930432
79,7753728
80,4630528
81,4028416
82,7116800
83,7102464
84,7127040
85,4507648
86,3690496
87,7081984
88,7090176
89,5054332
90,3502488
91,4791768
92,5349664
93,4879292
94,4787732
95,3793120
96,5056500
97,5734348
98,6700700
99,6619136
100,5185536
101,4102144
102,5873664
103,7407616
104,7135232
105,5525504
106,3651584
107,6430720
108,6944768
109,6971392
110,5718016
111,4325376
112,6494208
113,6877184
114,7294976
115,5236736
116,4057088
117,6240256
118,6428672
119,7024640
120,6017024
121,3416064
122,5451776
123,7077888
124,6739968
125,4214784
126,2768896
127,4968448
128,5895980
129,5850892
130,4775936
131,2732032
132,4403200
133,7282688
134,7188480
135,6414336
136,4747264
137,4177920
138,6483968
139,7536640
140,5318656
141,917504
142,3457024
143,6684672
144,6934528
145,6258688
146,4755456
147,5365760
148,7163904
149,6979584
150,5888000
151,3866624
152,5234688
153,7000064
154,7057408
155,6025216
156,4458496
157,4708352
158,6393856
159,7131136
160,5861376
161,4112384
162,5251072
163,6916096
164,7081984
165,6498304
