,bandwidth
0,0
1,4728784
2,7494880
3,7030652
4,8945144
5,9552680
6,9368216
7,7488916
8,7587840
9,8224768
10,6240256
11,8268140
12,5462016
13,7274496
14,6284180
15,5189828
16,3624336
17,5555516
18,3094896
19,4468096
20,6754892
21,6692376
22,7251268
23,2600960
24,6162432
25,8175616
26,8353792
27,8241152
28,3588096
29,4136960
30,7479296
31,7540736
32,7929856
33,10518072
34,7780656
35,7633724
36,6953824
37,6619136
38,4651008
39,3618816
40,5353472
41,7028736
42,7843840
43,5914624
44,3682304
45,6017024
46,7131136
47,7516160
48,6146048
49,3067904
50,5595136
51,7548928
52,7553024
53,6582272
54,3837952
55,5785600
56,7731200
57,7104512
58,5709824
59,3653632
60,5967872
61,7274496
62,7503872
63,6055936
64,4061184
65,5474304
66,7624704
67,7018680
68,5585524
69,2490368
70,790528
71,6180864
72,5877720
73,2727004
74,2415616
75,2065888
76,4519924
77,3710316
78,3728160
79,3905416
80,4341332
81,3441468
82,2470780
83,3398308
84,3157872
85,4012296
86,3848384
87,3611892
88,3222468
89,3526680
90,3892692
91,3523692
92,3086272
93,3828116
94,3217944
95,3845784
96,3253368
97,2986520
98,2801844
99,2754372
100,2922004
101,3038392
102,3327332
103,3246864
104,3034756
105,3059656
106,3077328
107,2833600
108,2842336
109,2757152
110,119972
111,4908068
112,2544600
113,2559312
114,3709312
115,3239244
116,3592420
117,4102664
118,4403968
119,4045844
120,6791168
121,7651328
122,7079012
123,5591592
124,4067328
125,4302848
126,7172096
127,7138972
128,7204736
129,4499456
130,4136960
131,7922216
132,7289440
133,5574524
134,4112528
135,3551232
136,7712768
137,7128504
138,6724408
139,4997120
140,2756608
141,3543040
142,7380992
143,7471104
144,5009408
145,4438016
146,6680576
147,6922240
148,7342080
149,5167104
150,4106240
151,6027264
152,7464960
153,7032832
154,6135808
155,5273600
156,3960832
157,7092224
158,7073792
159,5568512
160,3817472
161,5693440
162,6676076
163,5639332
164,2570240
165,3870720
166,7499776
167,7860224
168,6815744
169,5804032
170,1374208
171,2498560
172,7133184
173,7000064
174,4426712
175,4622336
176,4204440
177,3783808
178,3704692
179,3046584
180,2030632
181,4059892
182,4311344
183,4107848
184,3568492
185,4703308
186,4209332
187,4614308
188,4641216
189,4750720
190,3706672
191,1969456
192,6094936
193,4502116
194,3563104
195,2539940
196,2899108
197,2433684
198,3067296
199,3664208
200,4811316
201,3544828
202,3956692
203,4858344
204,4053480
205,4673160
206,5290656
207,4651804
208,3317376
209,2857816
210,2764692
211,2550416
212,2320608
213,2294944
214,2222852
215,2259432
216,2066300
217,1542112
218,737356
219,0
220,841152
221,3460068
222,4583448
223,3045132
224,2929204
225,2468888
226,2850320
227,3998168
228,3078832
229,3156368
230,2440632
231,2902244
232,3141544
233,3463552
234,2989244
235,2708372
236,3237576
237,3269548
238,1534024
239,2832152
240,2722956
241,2696292
242,2357568
243,1547452
244,5056840
245,2016224
246,2225932
247,1333820
248,1748356
249,3016332
250,3651784
251,3345580
252,3585500
253,3842576
254,4555440
255,4515956
256,4699548
257,4433920
258,4081588
259,5112296
260,5868544
261,6089348
262,4352000
263,3108864
264,7090176
265,7503872
266,7223296
267,4933632
268,2863104
269,7680000
270,7630848
271,7227392
272,5587180
273,2596864
274,5423104
275,7684096
276,7139328
277,6025216
278,3033088
279,6080512
280,7063552
281,7428096
282,6499716
283,2842624
284,282624
285,6330368
286,6617088
287,5795840
288,1056768
289,5341184
290,7413760
291,4860036
292,5715804
293,2916352
294,5643216
295,4501832
296,5427996
297,5247492
298,2932736
299,4017312
300,1485496
301,570204
302,44484
303,274992
304,642996
305,4405248
306,6317056
307,5109528
308,3375104
309,7548928
310,5993180
311,5765960
312,6276716
313,1986560
314,6033408
315,7041024
316,6868992
317,7598080
318,3428352
319,4087808
320,6594560
321,6965248
322,6963200
323,3866624
324,3807232
325,6875136
326,6782976
327,7036928
328,3252224
329,4882432
330,6688768
331,5212704
332,3654376
333,2914984
334,3568636
335,3499408
336,4191684
337,4380896
338,2966020
339,5360576
340,3739352
341,4251592
342,3142188
343,2844228
344,3975304
345,3603204
346,3571552
347,3667260
348,3265896
349,3417904
350,3329300
351,3398956
352,3170988
353,2841328
354,3875964
355,4165112
356,3641908
357,2985560
358,2288820
359,3404952
360,3435532
361,3678304
362,2860844
363,2509668
364,3079840
365,3026908
366,3126012
367,3496768
368,2863412
369,4156916
370,3119272
371,3069244
372,2844744
373,2677256
374,2922024
375,2628600
376,2162192
377,1950556
378,2183024
379,3351064
380,3192476
381,1921936
382,4496928
383,2882260
384,3371424
385,3580184
386,3241084
387,2745176
388,3500952
389,3195912
390,3275684
391,2294240
392,4463008
393,2135028
394,2880828
395,3085208
396,3047128
397,2805188
398,3149576
399,3001996
400,2983776
401,3456528
402,3309780
403,2854852
404,3279896
405,2902244
406,2996604
407,2876632
408,2853008
409,3395828
410,2990356
411,3213632
412,2880676
413,2919640
414,2628728
415,1042004
416,2260468
417,1166776
418,2854160
419,5582552
420,3319216
421,2042972
422,1672116
423,1029872
424,3041892
425,3042956
426,3319892
427,2943588
428,2874104
429,3034828
430,2445272
431,2530196
432,2133108
433,1992164
434,1952860
435,1857544
436,2123776
437,2538956
438,2737840
439,2628548
440,2566748
441,2836088
442,3042488
443,2441908
444,3983904
445,2759356
446,3243288
447,3328912
448,2609028
449,2315864
450,1701176
451,753532
452,617384
453,496064
454,1834628
455,2808636
456,3059624
457,3411892
458,3342456
459,3831080
460,3397272
461,3468304
462,4926392
463,4591984
464,2488320
465,7131136
466,7376896
467,3845364
468,3829760
469,2695168
470,4237312
471,7434240
472,6893640
473,4755328
474,3547136
475,5261964
476,3802708
477,4025128
478,4028060
479,3501148
480,5308136
481,4586956
482,4241536
483,4328208
484,3350528
485,3883628
486,2194260
487,1953796
488,2116100
489,2619580
490,4270048
491,4267224
492,4135020
493,4462368
494,3178496
